"","age3","sex2","race3","educat4","povgap4","pov2","svefreq2","foodindsev","qweight_pu","x1_sampcts","x1_popcts","wts","sampled_x1_label","abcat","dfcat","cdcat","bccat","nj","J_cell","grp1id","grp2id","grp3id","grp4id","grp5id","grp6id","grp7id"
"221","2","2","1","4","3","2","1","0",7103,27,42118,1559.92592592593,143,"2","1","4","1",26,235,0,0,0,0,0,0,0
"222","3","1","1","4","1","1","1","0",5431,13,32173,2474.84615384615,187,"1","1","4","1",12,310,0,0,1,0,0,0,0
"223","1","2","3","3","3","2","2","0",1030,13,29405,2261.92307692308,84,"1","3","11","3",5,145,1,0,0,0,0,1,0
"224","3","2","2","3","2","2","1","0",4744,10,15275,1527.5,247,"3","1","7","2",6,412,0,0,0,0,0,0,0
"225","3","2","1","4","1","1","1","0",4666,15,45846,3056.4,234,"3","1","4","1",12,389,0,0,1,0,0,0,0
"226","3","1","2","3","3","2","2","0",1172,5,13145,2629,201,"1","3","7","1",1,334,1,0,0,0,1,0,0
"227","1","1","2","3","1","1","1","0",10430,10,26460,2646,20,"1","1","7","1",7,33,0,0,1,1,0,0,0
"228","2","2","3","4","1","2","1","1",3758,9,16582,1842.44444444444,172,"2","1","12","3",6,286,0,0,1,0,0,0,0
"229","3","2","1","4","4","2","1","0",3829,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"230","2","1","1","2","3","2","1","0",1145,3,25047,8349,95,"1","1","2","1",3,160,0,0,0,0,0,0,0
"231","1","2","3","2","3","2","1","0",4563,7,11173,1596.14285714286,80,"1","1","10","3",4,136,0,0,0,0,0,0,0
"232","2","2","1","2","1","1","2","0",2552,7,23761,3394.42857142857,134,"2","1","2","1",5,220,1,0,0,0,0,0,0
"233","3","2","2","4","3","2","1","0",2974,19,17668,929.894736842105,252,"3","1","8","2",17,421,0,0,0,0,0,0,0
"234","1","1","3","4","2","2","2","0",4486,8,14334,1791.75,41,"1","2","12","1",4,68,1,0,0,0,1,1,1
"235","3","2","3","4","1","1","1","0",1119,24,13255,552.291666666667,266,"3","1","12","3",13,447,0,0,1,0,0,0,0
"236","2","2","3","1","2","2","2","0",1112,5,16734,3346.8,162,"2","2","9","3",3,269,1,0,0,0,0,0,0
"237","1","2","1","4","4","2","2","0",5138,27,97535,3612.40740740741,58,"1","4","4","1",3,96,1,1,0,0,0,1,1
"238","3","2","1","3","1","1","1","0",7296,22,45927,2087.59090909091,230,"3","1","3","1",17,382,0,0,1,0,0,0,0
"239","2","2","3","1","1","1","1","0",8258,31,49480,1596.12903225806,161,"2","1","9","3",12,266,0,0,1,0,0,0,0
"240","3","1","2","1","4","2","1","0",1095,3,5360,1786.66666666667,194,"1","1","5","1",3,322,0,0,0,0,0,0,0
"241","2","2","2","1","3","2","2","0",3930,1,5002,5002,147,"2","3","5","2",1,242,1,0,0,0,0,0,0
"242","1","2","3","2","3","2","1","0",3106,7,11173,1596.14285714286,80,"1","1","10","3",4,136,0,0,0,0,0,0,0
"243","1","2","1","4","3","2","1","0",1786,8,76838,9604.75,57,"1","1","4","1",7,93,0,0,0,0,0,0,0
"244","1","1","3","4","3","2","1","0",3879,11,27060,2460,42,"1","1","12","1",10,69,0,0,0,0,0,0,0
"245","3","1","1","3","4","2","1","0",10749,8,27529,3441.125,186,"1","1","3","1",7,308,0,0,0,0,0,0,0
"246","3","2","1","3","2","2","1","0",7199,4,15203,3800.75,231,"3","1","3","1",4,384,0,0,0,0,0,0,0
"247","3","2","1","4","4","2","1","0",5545,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"248","2","2","3","4","4","2","1","0",10908,14,31176,2226.85714285714,175,"2","1","12","3",12,292,0,0,0,0,0,0,0
"249","2","1","3","4","4","2","1","0",3443,14,26167,1869.07142857143,130,"1","1","12","1",14,215,0,0,0,0,0,0,0
"250","2","2","2","2","3","2","1","0",2291,8,17338,2167.25,151,"2","1","6","2",5,248,0,0,0,0,0,0,0
"251","3","1","1","4","4","2","1","0",8217,51,106256,2083.45098039216,190,"1","1","4","1",48,316,0,0,0,0,0,0,0
"252","2","2","2","3","1","1","1","0",5372,15,25781,1718.73333333333,153,"2","1","7","2",9,251,0,0,1,1,0,0,0
"253","2","1","3","2","2","2","1","0",6590,2,16587,8293.5,121,"1","1","10","1",1,199,0,0,0,0,0,0,0
"254","3","2","1","4","3","2","1","0",5774,25,46662,1866.48,236,"3","1","4","1",23,392,0,0,0,0,0,0,0
"255","2","1","3","1","1","1","1","0",5361,9,40052,4450.22222222222,116,"1","1","9","1",5,191,0,0,1,0,0,0,0
"256","1","2","2","2","1","1","1","0",3161,14,30524,2180.28571428571,62,"1","1","6","2",6,101,0,0,1,1,0,0,0
"257","3","2","3","4","1","2","2","0",3775,24,13255,552.291666666667,266,"3","1","12","3",11,448,1,0,0,0,0,0,1
"258","1","1","1","2","4","2","2","0",12404,1,18874,18874,5,"1","4","2","1",1,7,1,1,0,0,1,1,0
"259","1","1","1","3","4","2","1","0",12404,6,31739,5289.83333333333,7,"1","1","3","1",5,10,0,0,0,0,0,0,0
"260","2","1","1","2","3","2","1","0",3228,3,25047,8349,95,"1","1","2","1",3,160,0,0,0,0,0,0,0
"261","2","2","2","4","4","2","1","0",2503,18,22583,1254.61111111111,160,"2","1","8","2",13,264,0,0,0,0,0,0,0
"262","3","2","1","4","4","2","1","0",6999,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"263","3","1","1","3","4","2","1","0",803,8,27529,3441.125,186,"1","1","3","1",7,308,0,0,0,0,0,0,0
"264","2","2","1","3","1","1","2","1",7433,5,20051,4010.2,137,"2","1","3","1",1,224,1,0,0,0,0,0,0
"265","3","1","1","4","4","2","1","0",2185,51,106256,2083.45098039216,190,"1","1","4","1",48,316,0,0,0,0,0,0,0
"266","1","1","2","3","4","2","1","0",6410,4,19232,4808,23,"1","1","7","1",4,39,0,0,0,0,0,0,0
"267","1","2","3","3","4","2","2","0",4660,8,17720,2215,85,"1","4","11","3",5,147,1,1,0,0,0,1,0
"268","2","2","1","4","4","2","1","0",3484,46,94479,2053.89130434783,144,"2","1","4","1",44,237,0,0,0,0,0,0,0
"269","2","2","1","4","3","2","1","0",574,27,42118,1559.92592592593,143,"2","1","4","1",26,235,0,0,0,0,0,0,0
"270","1","2","2","3","1","2","1","0",972,17,50074,2945.52941176471,66,"1","1","7","2",10,109,0,0,1,1,0,0,0
"271","2","2","1","4","3","2","1","0",2125,27,42118,1559.92592592593,143,"2","1","4","1",26,235,0,0,0,0,0,0,0
"272","3","1","3","4","4","2","1","0",4046,18,19365,1075.83333333333,222,"1","1","12","1",17,370,0,0,0,0,0,0,0
"273","3","2","2","2","1","1","1","0",3722,37,53836,1455.02702702703,242,"3","1","6","2",28,402,0,0,1,1,0,0,0
"274","3","2","3","1","1","1","1","0",4759,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"275","3","1","3","2","3","2","2","0",3051,2,13747,6873.5,213,"1","3","10","1",1,356,1,0,0,0,1,0,0
"276","1","1","3","3","4","2","1","0",6970,5,18547,3709.4,39,"1","1","11","1",2,63,0,0,0,0,0,0,0
"277","3","2","1","3","3","2","1","0",4387,13,25114,1931.84615384615,232,"3","1","3","1",12,385,0,0,0,0,0,0,0
"278","3","2","1","4","3","2","1","0",3943,25,46662,1866.48,236,"3","1","4","1",23,392,0,0,0,0,0,0,0
"279","3","2","2","2","4","2","1","0",3300,9,11679,1297.66666666667,245,"3","1","6","2",7,408,0,0,0,0,0,0,0
"280","3","2","3","2","1","1","2","0",684,27,37033,1371.59259259259,258,"3","1","10","3",11,432,1,0,0,0,0,0,0
"281","2","1","3","1","1","1","2","1",4813,9,40052,4450.22222222222,116,"1","1","9","1",4,192,1,0,0,0,1,0,0
"282","1","2","3","1","3","2","2","1",10920,3,60928,20309.3333333333,76,"1","3","9","3",2,129,1,0,0,0,0,1,0
"283","3","2","1","3","3","2","1","0",5957,13,25114,1931.84615384615,232,"3","1","3","1",12,385,0,0,0,0,0,0,0
"284","2","2","2","2","2","2","2","0",1694,4,16062,4015.5,150,"2","2","6","2",1,247,1,0,0,0,0,0,0
"285","2","1","2","3","1","2","2","0",3657,7,14168,2024,108,"1","1","7","1",6,179,1,0,0,1,1,0,0
"286","2","1","1","2","1","1","1","0",37212,2,28080,14040,93,"1","1","2","1",2,158,0,0,1,0,0,0,0
"287","2","2","3","1","1","1","1","0",402,31,49480,1596.12903225806,161,"2","1","9","3",12,266,0,0,1,0,0,0,0
"288","3","2","2","2","1","2","1","0",4507,37,53836,1455.02702702703,242,"3","1","6","2",28,402,0,0,1,1,0,0,0
"289","2","1","3","1","1","1","2","0",3905,9,40052,4450.22222222222,116,"1","1","9","1",4,192,1,0,0,0,1,0,0
"290","2","1","3","4","1","1","1","0",3282,8,14568,1821,127,"1","1","12","1",6,209,0,0,1,0,0,0,0
"291","1","2","1","4","2","2","1","0",10083,7,47757,6822.42857142857,56,"1","1","4","1",6,91,0,0,0,0,0,0,0
"292","3","1","3","3","1","1","1","0",2463,12,6855,571.25,215,"1","1","11","1",9,358,0,0,1,0,0,0,0
"293","3","2","1","3","3","2","1","0",4108,13,25114,1931.84615384615,232,"3","1","3","1",12,385,0,0,0,0,0,0,0
"294","1","1","3","4","2","2","2","0",2016,8,14334,1791.75,41,"1","2","12","1",4,68,1,0,0,0,1,1,1
"295","3","1","2","2","2","2","1","0",4148,4,12591,3147.75,196,"1","1","6","1",4,325,0,0,0,0,0,0,0
"296","3","2","1","4","3","2","1","0",7103,25,46662,1866.48,236,"3","1","4","1",23,392,0,0,0,0,0,0,0
"297","2","2","3","1","1","2","2","0",3625,31,49480,1596.12903225806,161,"2","1","9","3",19,267,1,0,0,0,0,0,0
"298","3","2","1","3","4","2","2","0",3044,11,25155,2286.81818181818,233,"3","4","3","1",3,388,1,1,0,0,0,0,0
"299","3","2","2","2","2","2","1","0",5408,7,17857,2551,243,"3","1","6","2",6,404,0,0,0,0,0,0,0
"300","2","2","2","2","3","2","1","0",2957,8,17338,2167.25,151,"2","1","6","2",5,248,0,0,0,0,0,0,0
"301","3","2","2","2","1","2","1","0",3813,37,53836,1455.02702702703,242,"3","1","6","2",28,402,0,0,1,1,0,0,0
"302","1","1","1","4","3","2","1","0",7850,9,65930,7325.55555555556,10,"1","1","4","1",8,15,0,0,0,0,0,0,0
"303","2","1","1","4","4","2","1","0",4245,29,98721,3404.1724137931,103,"1","1","4","1",27,169,0,0,0,0,0,0,0
"304","1","1","3","3","2","2","2","0",193,8,20779,2597.375,37,"1","2","11","1",4,60,1,0,0,0,1,1,0
"305","2","1","2","3","1","1","2","1",937,7,14168,2024,108,"1","1","7","1",6,179,1,0,0,1,1,0,0
"306","3","2","1","4","1","2","1","0",4606,15,45846,3056.4,234,"3","1","4","1",12,389,0,0,1,0,0,0,0
"307","3","1","1","2","2","2","2","0",2055,2,23844,11922,180,"1","2","2","1",1,301,1,0,0,0,1,0,0
"308","3","2","1","4","4","2","1","0",4912,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"309","2","2","3","4","3","2","2","0",2176,17,20238,1190.47058823529,174,"2","3","12","3",2,291,1,0,0,0,0,0,1
"310","2","2","2","3","4","2","1","0",4393,4,10669,2667.25,156,"2","1","7","2",3,256,0,0,0,0,0,0,0
"311","3","1","1","4","3","2","1","0",1001,23,41557,1806.82608695652,189,"1","1","4","1",21,314,0,0,0,0,0,0,0
"312","2","1","3","1","3","2","2","0",1970,4,14985,3746.25,118,"1","3","9","1",1,195,1,0,0,0,1,0,0
"313","2","1","1","4","4","2","2","0",4854,29,98721,3404.1724137931,103,"1","4","4","1",2,170,1,1,0,0,1,0,1
"314","3","2","2","4","1","2","1","0",1381,14,12656,904,250,"3","1","8","2",8,418,0,0,1,1,0,0,0
"315","2","1","3","3","4","2","2","0",380,5,9978,1995.6,126,"1","4","11","1",2,208,1,1,0,0,1,0,0
"316","2","2","3","4","4","2","2","0",1118,14,31176,2226.85714285714,175,"2","4","12","3",2,293,1,1,0,0,0,0,1
"317","3","2","2","1","1","2","1","0",2684,26,50035,1924.42307692308,238,"3","1","5","2",19,396,0,0,1,1,0,0,0
"318","3","1","1","4","4","2","1","0",8668,51,106256,2083.45098039216,190,"1","1","4","1",48,316,0,0,0,0,0,0,0
"319","2","2","3","2","2","2","2","0",590,2,17330,8665,165,"2","2","10","3",2,273,1,0,0,0,0,0,0
"320","3","2","2","4","3","2","1","1",3768,19,17668,929.894736842105,252,"3","1","8","2",17,421,0,0,0,0,0,0,0
"321","3","2","3","4","3","2","1","0",1403,9,14163,1573.66666666667,268,"3","1","12","3",9,451,0,0,0,0,0,0,0
"322","3","1","2","1","1","1","1","1",2612,9,29342,3260.22222222222,191,"1","1","5","1",4,318,0,0,1,1,0,0,0
"323","3","2","2","4","3","2","1","0",1356,19,17668,929.894736842105,252,"3","1","8","2",17,421,0,0,0,0,0,0,0
"324","3","1","1","4","4","2","1","0",5088,51,106256,2083.45098039216,190,"1","1","4","1",48,316,0,0,0,0,0,0,0
"325","3","2","3","1","1","1","1","0",2128,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"326","3","1","1","4","1","1","1","0",1864,13,32173,2474.84615384615,187,"1","1","4","1",12,310,0,0,1,0,0,0,0
"327","3","1","3","1","1","2","1","1",12075,26,53061,2040.80769230769,207,"1","1","9","1",11,344,0,0,1,0,0,0,0
"328","2","2","1","4","4","2","1","0",11014,46,94479,2053.89130434783,144,"2","1","4","1",44,237,0,0,0,0,0,0,0
"329","3","2","1","4","4","2","1","0",1442,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"330","1","1","3","3","4","2","2","0",4123,5,18547,3709.4,39,"1","4","11","1",3,64,1,1,0,0,1,1,0
"331","3","2","2","3","4","2","2","0",2380,8,14626,1828.25,249,"3","4","7","2",2,417,1,1,0,0,0,0,0
"332","2","1","3","3","4","2","2","0",2707,5,9978,1995.6,126,"1","4","11","1",2,208,1,1,0,0,1,0,0
"333","1","1","2","4","3","2","1","0",4282,3,10681,3560.33333333333,26,"1","1","8","1",3,42,0,0,0,0,0,0,0
"334","3","2","3","2","3","2","1","0",2238,9,15782,1753.55555555556,260,"3","1","10","3",6,435,0,0,0,0,0,0,0
"335","3","1","3","2","2","2","1","0",6154,5,11236,2247.2,212,"1","1","10","1",3,353,0,0,0,0,0,0,0
"336","3","2","1","4","3","2","2","0",1945,25,46662,1866.48,236,"3","3","4","1",2,393,1,0,0,0,0,0,1
"337","3","2","1","3","4","2","1","0",4726,11,25155,2286.81818181818,233,"3","1","3","1",8,387,0,0,0,0,0,0,0
"338","2","2","3","1","1","2","2","0",9036,31,49480,1596.12903225806,161,"2","1","9","3",19,267,1,0,0,0,0,0,0
"339","1","2","1","2","1","1","1","0",1502,2,32868,16434,47,"1","1","2","1",2,77,0,0,1,0,0,0,0
"340","1","1","3","3","3","2","1","0",418,7,27798,3971.14285714286,38,"1","1","11","1",6,61,0,0,0,0,0,0,0
"341","1","1","1","4","2","2","2","0",818,3,29934,9978,9,"1","2","4","1",1,14,1,0,0,0,1,1,1
"342","2","2","3","4","1","2","1","1",15678,9,16582,1842.44444444444,172,"2","1","12","3",6,286,0,0,1,0,0,0,0
"343","1","1","2","4","4","2","2","0",3197,3,12131,4043.66666666667,27,"1","4","8","1",1,44,1,1,0,0,1,1,1
"344","3","2","1","4","3","2","1","0",7002,25,46662,1866.48,236,"3","1","4","1",23,392,0,0,0,0,0,0,0
"345","2","2","2","1","1","1","1","1",2566,11,20880,1898.18181818182,145,"2","1","5","2",5,239,0,0,1,1,0,0,0
"346","3","2","1","2","1","2","2","1",1996,20,87041,4352.05,226,"3","1","2","1",5,377,1,0,0,0,0,0,0
"347","1","2","2","4","1","2","1","0",1875,7,15506,2215.14285714286,70,"1","1","8","2",5,117,0,0,1,1,0,0,0
"348","2","1","1","2","1","1","1","0",6408,2,28080,14040,93,"1","1","2","1",2,158,0,0,1,0,0,0,0
"349","3","2","2","4","4","2","1","0",244,23,18956,824.173913043478,253,"3","1","8","2",19,423,0,0,0,0,0,0,0
"350","1","2","3","2","2","2","2","0",1346,6,18196,3032.66666666667,79,"1","2","10","3",4,135,1,0,0,0,0,1,0
"351","3","1","1","3","4","2","1","0",16011,8,27529,3441.125,186,"1","1","3","1",7,308,0,0,0,0,0,0,0
"352","3","1","3","1","1","1","1","1",7770,26,53061,2040.80769230769,207,"1","1","9","1",11,344,0,0,1,0,0,0,0
"353","2","1","1","4","4","2","1","0",2312,29,98721,3404.1724137931,103,"1","1","4","1",27,169,0,0,0,0,0,0,0
"354","3","2","3","4","1","2","2","0",6102,24,13255,552.291666666667,266,"3","1","12","3",11,448,1,0,0,0,0,0,1
"355","3","1","2","3","3","2","1","0",4924,5,13145,2629,201,"1","1","7","1",4,333,0,0,0,0,0,0,0
"356","3","1","1","4","3","2","1","0",5400,23,41557,1806.82608695652,189,"1","1","4","1",21,314,0,0,0,0,0,0,0
"357","3","1","3","4","3","2","1","0",15818,5,16680,3336,221,"1","1","12","1",5,369,0,0,0,0,0,0,0
"358","3","2","1","4","4","2","1","0",1928,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"359","3","1","1","4","3","2","1","0",5400,23,41557,1806.82608695652,189,"1","1","4","1",21,314,0,0,0,0,0,0,0
"360","3","1","1","4","4","2","1","0",9850,51,106256,2083.45098039216,190,"1","1","4","1",48,316,0,0,0,0,0,0,0
"361","2","1","3","2","1","1","1","0",743,13,27187,2091.30769230769,120,"1","1","10","1",6,197,0,0,1,0,0,0,0
"362","3","1","1","4","4","2","1","0",1438,51,106256,2083.45098039216,190,"1","1","4","1",48,316,0,0,0,0,0,0,0
"363","3","1","1","2","4","2","1","0",9303,4,25405,6351.25,182,"1","1","2","1",4,303,0,0,0,0,0,0,0
"364","3","2","3","3","1","2","1","0",2564,19,17296,910.315789473684,262,"3","1","11","3",10,439,0,0,1,0,0,0,0
"365","3","2","1","4","4","2","1","0",7103,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"366","2","1","3","1","1","1","2","0",1173,9,40052,4450.22222222222,116,"1","1","9","1",4,192,1,0,0,0,1,0,0
"367","2","2","3","1","1","2","1","1",15768,31,49480,1596.12903225806,161,"2","1","9","3",12,266,0,0,1,0,0,0,0
"368","3","1","2","3","1","2","2","1",2846,13,19286,1483.53846153846,199,"1","1","7","1",9,330,1,0,0,1,1,0,0
"369","3","2","1","4","3","2","1","0",1398,25,46662,1866.48,236,"3","1","4","1",23,392,0,0,0,0,0,0,0
"370","2","2","2","1","4","2","1","0",2602,1,2115,2115,148,"2","1","5","2",1,243,0,0,0,0,0,0,0
"371","2","2","3","1","1","2","2","0",4048,31,49480,1596.12903225806,161,"2","1","9","3",19,267,1,0,0,0,0,0,0
"372","2","1","3","3","4","2","1","0",6750,5,9978,1995.6,126,"1","1","11","1",3,207,0,0,0,0,0,0,0
"373","3","1","2","2","1","1","2","0",2856,22,25556,1161.63636363636,195,"1","1","6","1",9,324,1,0,0,1,1,0,0
"374","1","1","3","4","3","2","1","0",4270,11,27060,2460,42,"1","1","12","1",10,69,0,0,0,0,0,0,0
"375","3","2","3","1","1","1","2","0",1504,54,85439,1582.2037037037,254,"3","1","9","3",19,426,1,0,0,0,0,0,0
"376","3","2","1","4","4","2","1","0",3453,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"377","3","1","2","4","4","2","1","0",2135,9,14529,1614.33333333333,206,"1","1","8","1",8,342,0,0,0,0,0,0,0
"378","3","2","1","4","1","2","1","0",5873,15,45846,3056.4,234,"3","1","4","1",12,389,0,0,1,0,0,0,0
"379","3","2","3","1","3","2","1","0",4668,4,25855,6463.75,256,"3","1","9","3",1,428,0,0,0,0,0,0,0
"380","2","2","2","4","3","2","1","0",643,15,20773,1384.86666666667,159,"2","1","8","2",14,262,0,0,0,0,0,0,0
"381","3","1","3","1","1","1","1","1",912,26,53061,2040.80769230769,207,"1","1","9","1",11,344,0,0,1,0,0,0,0
"382","3","2","1","4","2","2","1","0",5085,6,23136,3856,235,"3","1","4","1",6,391,0,0,0,0,0,0,0
"383","3","1","2","2","4","2","1","0",2426,5,12087,2417.4,198,"1","1","6","1",5,328,0,0,0,0,0,0,0
"384","3","1","1","4","4","2","1","0",8200,51,106256,2083.45098039216,190,"1","1","4","1",48,316,0,0,0,0,0,0,0
"385","2","2","3","3","2","2","1","0",4592,8,14509,1813.625,169,"2","1","11","3",3,280,0,0,0,0,0,0,0
"386","1","2","2","1","4","2","1","1",9303,1,39038,39038,61,"1","1","5","2",1,100,0,0,0,0,0,0,0
"387","2","2","2","4","4","2","1","0",2921,18,22583,1254.61111111111,160,"2","1","8","2",13,264,0,0,0,0,0,0,0
"388","3","1","1","3","3","2","1","0",3803,5,26344,5268.8,185,"1","1","3","1",5,307,0,0,0,0,0,0,0
"389","2","2","1","4","3","2","1","0",1477,27,42118,1559.92592592593,143,"2","1","4","1",26,235,0,0,0,0,0,0,0
"390","1","2","3","3","2","2","1","0",7017,11,24113,2192.09090909091,83,"1","1","11","3",5,142,0,0,0,0,0,0,0
"391","3","1","1","4","3","2","1","0",3382,23,41557,1806.82608695652,189,"1","1","4","1",21,314,0,0,0,0,0,0,0
"392","3","2","2","4","4","2","1","0",1846,23,18956,824.173913043478,253,"3","1","8","2",19,423,0,0,0,0,0,0,0
"393","3","2","2","4","4","2","1","0",885,23,18956,824.173913043478,253,"3","1","8","2",19,423,0,0,0,0,0,0,0
"394","3","2","3","3","1","1","1","0",720,19,17296,910.315789473684,262,"3","1","11","3",10,439,0,0,1,0,0,0,0
"395","3","1","1","1","1","1","1","0",36535,4,47571,11892.75,176,"1","1","1","1",3,294,0,0,1,0,0,0,0
"396","2","2","1","4","2","2","1","0",2550,2,14213,7106.5,142,"2","1","4","1",1,233,0,0,0,0,0,0,0
"397","3","1","3","1","4","2","1","0",2460,1,11902,11902,210,"1","1","9","1",1,350,0,0,0,0,0,0,0
"398","3","1","1","4","4","2","2","0",1934,51,106256,2083.45098039216,190,"1","4","4","1",3,317,1,1,0,0,1,0,1
"399","2","2","2","4","2","2","2","0",1012,11,8796,799.636363636364,158,"2","2","8","2",4,261,1,0,0,0,0,0,1
"400","1","2","2","2","1","2","1","1",3563,14,30524,2180.28571428571,62,"1","1","6","2",6,101,0,0,1,1,0,0,0
"401","3","1","1","4","4","2","1","0",6678,51,106256,2083.45098039216,190,"1","1","4","1",48,316,0,0,0,0,0,0,0
"402","1","2","3","3","1","2","1","1",6875,35,48700,1391.42857142857,82,"1","1","11","3",22,140,0,0,1,0,0,0,0
"403","3","1","3","2","2","2","2","0",844,5,11236,2247.2,212,"1","2","10","1",2,354,1,0,0,0,1,0,0
"404","3","2","3","1","1","1","1","0",10672,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"405","3","2","1","2","4","2","1","0",4256,12,31034,2586.16666666667,229,"3","1","2","1",10,380,0,0,0,0,0,0,0
"406","3","2","2","3","1","2","2","0",2232,29,35937,1239.20689655172,246,"3","1","7","2",12,411,1,0,0,1,0,0,0
"407","2","2","1","3","4","2","2","0",9502,5,18851,3770.2,140,"2","4","3","1",1,230,1,1,0,0,0,0,0
"408","3","1","2","3","1","1","2","0",2372,13,19286,1483.53846153846,199,"1","1","7","1",9,330,1,0,0,1,1,0,0
"409","2","1","1","4","4","2","1","0",1496,29,98721,3404.1724137931,103,"1","1","4","1",27,169,0,0,0,0,0,0,0
"410","1","1","3","1","1","1","2","0",2653,6,201339,33556.5,28,"1","1","9","1",5,46,1,0,0,0,1,1,0
"411","3","2","1","4","1","1","1","0",3121,15,45846,3056.4,234,"3","1","4","1",12,389,0,0,1,0,0,0,0
"412","1","1","3","4","4","2","2","0",1486,12,34000,2833.33333333333,43,"1","4","12","1",3,72,1,1,0,0,1,1,1
"413","3","2","1","2","1","1","1","0",6831,20,87041,4352.05,226,"3","1","2","1",15,376,0,0,1,0,0,0,0
"414","3","2","3","4","1","2","1","0",1754,24,13255,552.291666666667,266,"3","1","12","3",13,447,0,0,1,0,0,0,0
"415","1","1","2","3","3","2","2","0",407,6,25608,4268,22,"1","3","7","1",1,38,1,0,0,0,1,1,0
"416","1","2","1","4","4","2","1","0",1178,27,97535,3612.40740740741,58,"1","1","4","1",24,95,0,0,0,0,0,0,0
"417","3","2","2","1","1","1","2","0",2893,26,50035,1924.42307692308,238,"3","1","5","2",7,397,1,0,0,1,0,0,0
"418","3","2","3","1","1","2","1","0",9340,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"419","3","2","1","4","4","2","1","0",882,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"420","3","1","3","1","1","2","2","0",4284,26,53061,2040.80769230769,207,"1","1","9","1",15,345,1,0,0,0,1,0,0
"421","3","1","1","4","3","2","1","0",2478,23,41557,1806.82608695652,189,"1","1","4","1",21,314,0,0,0,0,0,0,0
"422","3","2","1","1","1","1","1","0",9618,4,80144,20036,223,"3","1","1","1",3,372,0,0,1,0,0,0,0
"423","3","1","3","4","1","1","1","0",1842,6,16117,2686.16666666667,219,"1","1","12","1",5,366,0,0,1,0,0,0,0
"424","1","1","2","2","1","1","2","0",3691,14,31099,2221.35714285714,16,"1","1","6","1",5,26,1,0,0,1,1,1,0
"425","3","2","3","2","3","2","1","0",343,9,15782,1753.55555555556,260,"3","1","10","3",6,435,0,0,0,0,0,0,0
"426","1","2","2","1","1","2","2","0",8825,10,128276,12827.6,59,"1","1","5","2",6,98,1,0,0,1,0,1,0
"427","1","2","3","1","3","2","2","0",8471,3,60928,20309.3333333333,76,"1","3","9","3",2,129,1,0,0,0,0,1,0
"428","1","2","1","4","4","2","1","0",1970,27,97535,3612.40740740741,58,"1","1","4","1",24,95,0,0,0,0,0,0,0
